NOMBRE : egl-s4-A
COMENTARIO :   13036. (cota superior)
BESTVALUE : -1
VERTICES : 140
ARISTAS_REQ : 190
ARISTAS_NOREQ : 0
RACIMOS : 48
VEHICULOS : 19
CAPACIDAD : 230
TIPO_COSTES_ARISTAS : EXPLICITOS
COSTE_TOTAL_REQ : 4186
LISTA_ARISTAS_REQ : 
( 5, 6) coste 26 demanda 26
( 6, 7) coste 21 demanda 21
( 6, 8) coste 10 demanda 10
( 8, 9) coste 37 demanda 37
( 9, 10) coste 12 demanda 12
( 8, 11) coste 48 demanda 48
( 11, 12) coste 25 demanda 25
( 12, 13) coste 12 demanda 12
( 13, 14) coste 18 demanda 18
( 10, 15) coste 13 demanda 13
( 15, 16) coste 8 demanda 8
( 15, 17) coste 13 demanda 13
( 13, 17) coste 6 demanda 6
( 13, 16) coste 12 demanda 12
( 17, 18) coste 8 demanda 8
( 18, 19) coste 6 demanda 6
( 10, 19) coste 28 demanda 28
( 12, 20) coste 34 demanda 34
( 20, 21) coste 58 demanda 58
( 20, 22) coste 10 demanda 10
( 21, 23) coste 55 demanda 55
( 20, 24) coste 33 demanda 33
( 23, 24) coste 56 demanda 56
( 24, 25) coste 10 demanda 10
( 25, 26) coste 48 demanda 48
( 23, 26) coste 20 demanda 20
( 25, 27) coste 19 demanda 19
( 27, 28) coste 6 demanda 6
( 28, 29) coste 5 demanda 5
( 28, 30) coste 5 demanda 5
( 30, 31) coste 41 demanda 41
( 26, 31) coste 12 demanda 12
( 30, 32) coste 28 demanda 28
( 29, 33) coste 52 demanda 52
( 11, 33) coste 24 demanda 24
( 34, 139) coste 49 demanda 49
( 34, 35) coste 59 demanda 59
( 35, 36) coste 4 demanda 4
( 35, 37) coste 17 demanda 17
( 36, 37) coste 20 demanda 20
( 36, 38) coste 25 demanda 25
( 38, 39) coste 6 demanda 6
( 39, 40) coste 18 demanda 18
( 40, 41) coste 12 demanda 12
( 38, 41) coste 10 demanda 10
( 41, 47) coste 99 demanda 99
( 37, 42) coste 17 demanda 17
( 42, 43) coste 5 demanda 5
( 37, 43) coste 16 demanda 16
( 43, 44) coste 31 demanda 31
( 44, 45) coste 14 demanda 14
( 34, 45) coste 4 demanda 4
( 42, 47) coste 4 demanda 4
