NOMBRE : Hefei-10
COMENTARIO :  
BESTVALUE : -1
VERTICES : 850
ARISTAS_REQ : 1212
ARISTAS_NOREQ : 0
RACIMOS : 343
VEHICULOS : 69
CAPACIDAD : 9000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 616777
LISTA_ARISTAS_REQ :
( 1, 2) coste 663 demanda 663
( 3, 4) coste 825 demanda 825
( 4, 5) coste 295 demanda 295
( 6, 7) coste 170 demanda 170
( 7, 8) coste 133 demanda 133
( 8, 9) coste 195 demanda 195
( 10, 11) coste 105 demanda 105
( 11, 12) coste 223 demanda 223
( 12, 13) coste 579 demanda 579
( 13, 14) coste 1453 demanda 1453
( 15, 16) coste 156 demanda 156
( 16, 17) coste 174 demanda 174
( 17, 18) coste 198 demanda 198
( 19, 20) coste 580 demanda 580
( 20, 21) coste 2026 demanda 2026
( 21, 22) coste 599 demanda 599
( 22, 23) coste 294 demanda 294
( 23, 24) coste 904 demanda 904
( 24, 25) coste 269 demanda 269
( 25, 26) coste 528 demanda 528
( 27, 28) coste 496 demanda 496
( 28, 29) coste 193 demanda 193
( 30, 31) coste 424 demanda 424
( 31, 32) coste 262 demanda 262
( 33, 34) coste 293 demanda 293
( 34, 35) coste 298 demanda 298
( 35, 36) coste 271 demanda 271
( 36, 37) coste 107 demanda 107
( 38, 39) coste 371 demanda 371
( 40, 41) coste 504 demanda 504
( 41, 42) coste 433 demanda 433
( 42, 43) coste 372 demanda 372
( 43, 44) coste 334 demanda 334
( 45, 46) coste 1252 demanda 1252
( 46, 47) coste 1841 demanda 1841
( 47, 48) coste 477 demanda 477
( 48, 49) coste 403 demanda 403
( 49, 50) coste 449 demanda 449
( 50, 51) coste 132 demanda 132
( 52, 53) coste 278 demanda 278
( 53, 54) coste 561 demanda 561
( 54, 55) coste 299 demanda 299
( 55, 56) coste 147 demanda 147
( 56, 57) coste 323 demanda 323
( 57, 58) coste 251 demanda 251
( 58, 59) coste 517 demanda 517
( 59, 60) coste 919 demanda 919
( 60, 61) coste 772 demanda 772
( 62, 63) coste 466 demanda 466
( 64, 65) coste 776 demanda 776
( 65, 66) coste 232 demanda 232
( 66, 67) coste 593 demanda 593
( 67, 68) coste 166 demanda 166
( 68, 69) coste 1097 demanda 1097
( 69, 70) coste 430 demanda 430
( 70, 71) coste 587 demanda 587
( 71, 72) coste 359 demanda 359
( 72, 73) coste 636 demanda 636
( 74, 75) coste 378 demanda 378
( 75, 76) coste 515 demanda 515
( 77, 78) coste 742 demanda 742
( 79, 80) coste 847 demanda 847
( 81, 82) coste 507 demanda 507
( 82, 83) coste 215 demanda 215
( 84, 85) coste 252 demanda 252
( 85, 43) coste 373 demanda 373
( 43, 86) coste 289 demanda 289
( 86, 87) coste 221 demanda 221
( 88, 89) coste 285 demanda 285
( 89, 90) coste 495 demanda 495
( 91, 92) coste 347 demanda 347
( 92, 93) coste 318 demanda 318
( 93, 94) coste 871 demanda 871
( 94, 95) coste 947 demanda 947
( 95, 96) coste 206 demanda 206
( 96, 97) coste 469 demanda 469
( 97, 98) coste 218 demanda 218
( 98, 99) coste 1183 demanda 1183
( 99, 100) coste 423 demanda 423
( 100, 101) coste 982 demanda 982
( 101, 102) coste 460 demanda 460
( 102, 103) coste 488 demanda 488
( 104, 105) coste 227 demanda 227
( 105, 106) coste 415 demanda 415
( 106, 107) coste 358 demanda 358
( 107, 108) coste 229 demanda 229
( 108, 109) coste 254 demanda 254
( 109, 110) coste 1670 demanda 1670
( 111, 112) coste 574 demanda 574
( 112, 113) coste 480 demanda 480
( 113, 114) coste 373 demanda 373
( 114, 115) coste 298 demanda 298
( 115, 116) coste 602 demanda 602
( 117, 118) coste 636 demanda 636
( 116, 119) coste 671 demanda 671
( 119, 120) coste 315 demanda 315
( 120, 121) coste 507 demanda 507
( 120, 122) coste 308 demanda 308
( 122, 123) coste 299 demanda 299
( 123, 124) coste 305 demanda 305
( 124, 125) coste 412 demanda 412
( 125, 126) coste 513 demanda 513
( 127, 128) coste 216 demanda 216
( 128, 129) coste 281 demanda 281
( 129, 130) coste 247 demanda 247
( 130, 131) coste 305 demanda 305
( 131, 132) coste 334 demanda 334
( 132, 133) coste 310 demanda 310
( 133, 134) coste 368 demanda 368
( 134, 135) coste 337 demanda 337
( 135, 136) coste 331 demanda 331
( 137, 138) coste 1106 demanda 1106
( 139, 140) coste 550 demanda 550
( 141, 142) coste 564 demanda 564
( 143, 144) coste 1127 demanda 1127
( 145, 146) coste 1386 demanda 1386
( 146, 147) coste 126 demanda 126
( 147, 148) coste 175 demanda 175
( 148, 149) coste 699 demanda 699
( 149, 150) coste 164 demanda 164
( 151, 152) coste 1493 demanda 1493
( 153, 154) coste 832 demanda 832
( 155, 156) coste 1055 demanda 1055
( 156, 157) coste 768 demanda 768
( 157, 158) coste 156 demanda 156
( 159, 160) coste 583 demanda 583
( 160, 161) coste 241 demanda 241
( 161, 129) coste 352 demanda 352
( 129, 162) coste 728 demanda 728
( 162, 163) coste 346 demanda 346
( 163, 164) coste 608 demanda 608
( 165, 166) coste 798 demanda 798
( 166, 167) coste 821 demanda 821
( 167, 168) coste 1422 demanda 1422
( 169, 170) coste 345 demanda 345
( 171, 172) coste 145 demanda 145
( 172, 173) coste 579 demanda 579
( 159, 174) coste 757 demanda 757
( 174, 175) coste 985 demanda 985
( 175, 176) coste 2830 demanda 2830
( 176, 177) coste 1964 demanda 1964
( 178, 179) coste 113 demanda 113
( 179, 180) coste 127 demanda 127
( 180, 181) coste 188 demanda 188
( 182, 76) coste 543 demanda 543
( 76, 183) coste 367 demanda 367
( 183, 47) coste 605 demanda 605
( 47, 109) coste 716 demanda 716
( 109, 184) coste 474 demanda 474
( 184, 185) coste 355 demanda 355
