NOMBRE : Hefei-2
COMENTARIO :  
BESTVALUE : -1
VERTICES : 850
ARISTAS_REQ : 242
ARISTAS_NOREQ : 970
RACIMOS : 68
VEHICULOS : 14
CAPACIDAD : 9000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 121998
LISTA_ARISTAS_REQ :
( 1, 2) coste 663 demanda 663
( 7, 8) coste 133 demanda 133
( 15, 16) coste 156 demanda 156
( 16, 17) coste 174 demanda 174
( 24, 25) coste 269 demanda 269
( 31, 32) coste 262 demanda 262
( 34, 35) coste 298 demanda 298
( 48, 49) coste 403 demanda 403
( 50, 51) coste 132 demanda 132
( 56, 57) coste 323 demanda 323
( 66, 67) coste 593 demanda 593
( 68, 69) coste 1097 demanda 1097
( 69, 70) coste 430 demanda 430
( 74, 75) coste 378 demanda 378
( 81, 82) coste 507 demanda 507
( 93, 94) coste 871 demanda 871
( 100, 101) coste 982 demanda 982
( 101, 102) coste 460 demanda 460
( 104, 105) coste 227 demanda 227
( 106, 107) coste 358 demanda 358
( 108, 109) coste 254 demanda 254
( 114, 115) coste 298 demanda 298
( 120, 122) coste 308 demanda 308
( 122, 123) coste 299 demanda 299
( 128, 129) coste 281 demanda 281
( 132, 133) coste 310 demanda 310
( 133, 134) coste 368 demanda 368
( 141, 142) coste 564 demanda 564
( 148, 149) coste 699 demanda 699
( 129, 162) coste 728 demanda 728
( 163, 164) coste 608 demanda 608
( 47, 109) coste 716 demanda 716
( 109, 184) coste 474 demanda 474
( 184, 185) coste 355 demanda 355
( 199, 200) coste 309 demanda 309
( 203, 204) coste 1598 demanda 1598
( 207, 208) coste 373 demanda 373
( 208, 209) coste 192 demanda 192
( 209, 210) coste 399 demanda 399
( 211, 212) coste 217 demanda 217
( 212, 213) coste 214 demanda 214
( 213, 214) coste 279 demanda 279
( 215, 216) coste 648 demanda 648
( 222, 223) coste 312 demanda 312
( 225, 226) coste 551 demanda 551
( 228, 229) coste 1795 demanda 1795
( 233, 234) coste 1097 demanda 1097
( 246, 247) coste 182 demanda 182
( 252, 232) coste 1241 demanda 1241
( 266, 267) coste 160 demanda 160
( 267, 268) coste 203 demanda 203
( 273, 231) coste 133 demanda 133
( 275, 276) coste 167 demanda 167
( 276, 277) coste 244 demanda 244
( 278, 279) coste 330 demanda 330
( 281, 282) coste 140 demanda 140
( 289, 279) coste 296 demanda 296
( 291, 155) coste 489 demanda 489
( 297, 298) coste 301 demanda 301
( 300, 230) coste 778 demanda 778
( 311, 312) coste 312 demanda 312
