NOMBRE : Hefei-8
COMENTARIO :  
BESTVALUE : -1
VERTICES : 850
ARISTAS_REQ : 970
ARISTAS_NOREQ : 242
RACIMOS : 276
VEHICULOS : 56
CAPACIDAD : 9000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 496311
LISTA_ARISTAS_REQ :
( 1, 2) coste 663 demanda 663
( 3, 4) coste 825 demanda 825
( 4, 5) coste 295 demanda 295
( 6, 7) coste 170 demanda 170
( 7, 8) coste 133 demanda 133
( 10, 11) coste 105 demanda 105
( 11, 12) coste 223 demanda 223
( 12, 13) coste 579 demanda 579
( 13, 14) coste 1453 demanda 1453
( 15, 16) coste 156 demanda 156
( 17, 18) coste 198 demanda 198
( 19, 20) coste 580 demanda 580
( 20, 21) coste 2026 demanda 2026
( 22, 23) coste 294 demanda 294
( 23, 24) coste 904 demanda 904
( 24, 25) coste 269 demanda 269
( 25, 26) coste 528 demanda 528
( 27, 28) coste 496 demanda 496
( 28, 29) coste 193 demanda 193
( 30, 31) coste 424 demanda 424
( 31, 32) coste 262 demanda 262
( 33, 34) coste 293 demanda 293
( 34, 35) coste 298 demanda 298
( 35, 36) coste 271 demanda 271
( 36, 37) coste 107 demanda 107
( 43, 44) coste 334 demanda 334
( 45, 46) coste 1252 demanda 1252
( 46, 47) coste 1841 demanda 1841
( 47, 48) coste 477 demanda 477
( 48, 49) coste 403 demanda 403
( 49, 50) coste 449 demanda 449
( 52, 53) coste 278 demanda 278
( 53, 54) coste 561 demanda 561
( 54, 55) coste 299 demanda 299
( 55, 56) coste 147 demanda 147
( 56, 57) coste 323 demanda 323
( 57, 58) coste 251 demanda 251
( 58, 59) coste 517 demanda 517
( 59, 60) coste 919 demanda 919
( 60, 61) coste 772 demanda 772
( 65, 66) coste 232 demanda 232
( 66, 67) coste 593 demanda 593
( 67, 68) coste 166 demanda 166
( 69, 70) coste 430 demanda 430
( 70, 71) coste 587 demanda 587
( 71, 72) coste 359 demanda 359
( 72, 73) coste 636 demanda 636
( 74, 75) coste 378 demanda 378
( 75, 76) coste 515 demanda 515
( 77, 78) coste 742 demanda 742
( 81, 82) coste 507 demanda 507
( 84, 85) coste 252 demanda 252
( 43, 86) coste 289 demanda 289
( 86, 87) coste 221 demanda 221
( 88, 89) coste 285 demanda 285
( 89, 90) coste 495 demanda 495
( 93, 94) coste 871 demanda 871
( 94, 95) coste 947 demanda 947
( 95, 96) coste 206 demanda 206
( 96, 97) coste 469 demanda 469
( 97, 98) coste 218 demanda 218
( 98, 99) coste 1183 demanda 1183
( 99, 100) coste 423 demanda 423
( 100, 101) coste 982 demanda 982
( 101, 102) coste 460 demanda 460
( 102, 103) coste 488 demanda 488
( 104, 105) coste 227 demanda 227
( 106, 107) coste 358 demanda 358
( 107, 108) coste 229 demanda 229
( 108, 109) coste 254 demanda 254
( 109, 110) coste 1670 demanda 1670
( 112, 113) coste 480 demanda 480
( 113, 114) coste 373 demanda 373
( 114, 115) coste 298 demanda 298
( 115, 116) coste 602 demanda 602
( 116, 119) coste 671 demanda 671
( 119, 120) coste 315 demanda 315
( 120, 121) coste 507 demanda 507
( 122, 123) coste 299 demanda 299
( 123, 124) coste 305 demanda 305
( 124, 125) coste 412 demanda 412
( 127, 128) coste 216 demanda 216
( 128, 129) coste 281 demanda 281
( 129, 130) coste 247 demanda 247
( 130, 131) coste 305 demanda 305
( 132, 133) coste 310 demanda 310
( 133, 134) coste 368 demanda 368
( 134, 135) coste 337 demanda 337
( 139, 140) coste 550 demanda 550
( 141, 142) coste 564 demanda 564
( 143, 144) coste 1127 demanda 1127
( 145, 146) coste 1386 demanda 1386
( 146, 147) coste 126 demanda 126
( 147, 148) coste 175 demanda 175
( 148, 149) coste 699 demanda 699
( 151, 152) coste 1493 demanda 1493
( 155, 156) coste 1055 demanda 1055
( 157, 158) coste 156 demanda 156
( 160, 161) coste 241 demanda 241
( 161, 129) coste 352 demanda 352
( 129, 162) coste 728 demanda 728
( 162, 163) coste 346 demanda 346
( 163, 164) coste 608 demanda 608
( 165, 166) coste 798 demanda 798
( 166, 167) coste 821 demanda 821
( 169, 170) coste 345 demanda 345
( 171, 172) coste 145 demanda 145
( 174, 175) coste 985 demanda 985
( 175, 176) coste 2830 demanda 2830
( 180, 181) coste 188 demanda 188
( 182, 76) coste 543 demanda 543
( 76, 183) coste 367 demanda 367
( 183, 47) coste 605 demanda 605
( 47, 109) coste 716 demanda 716
( 184, 185) coste 355 demanda 355
( 185, 186) coste 809 demanda 809
( 186, 113) coste 561 demanda 561
( 113, 187) coste 322 demanda 322
( 188, 124) coste 347 demanda 347
( 124, 33) coste 732 demanda 732
( 33, 13) coste 186 demanda 186
( 13, 189) coste 862 demanda 862
( 189, 190) coste 297 demanda 297
( 83, 191) coste 228 demanda 228
( 192, 193) coste 962 demanda 962
( 193, 194) coste 262 demanda 262
( 195, 196) coste 397 demanda 397
( 196, 197) coste 1073 demanda 1073
( 198, 199) coste 227 demanda 227
( 199, 200) coste 309 demanda 309
( 201, 202) coste 813 demanda 813
( 202, 203) coste 277 demanda 277
( 203, 204) coste 1598 demanda 1598
( 206, 152) coste 669 demanda 669
( 152, 207) coste 948 demanda 948
( 208, 209) coste 192 demanda 192
( 209, 210) coste 399 demanda 399
( 212, 213) coste 214 demanda 214
( 213, 214) coste 279 demanda 279
( 215, 216) coste 648 demanda 648
( 217, 218) coste 291 demanda 291
( 218, 219) coste 187 demanda 187
( 219, 220) coste 250 demanda 250
( 220, 213) coste 286 demanda 286
( 222, 223) coste 312 demanda 312
( 223, 224) coste 998 demanda 998
( 224, 225) coste 529 demanda 529
( 225, 226) coste 551 demanda 551
( 226, 227) coste 1049 demanda 1049
( 227, 228) coste 2076 demanda 2076
( 230, 231) coste 543 demanda 543
