NOMBRE : Hefei-3
COMENTARIO :  
BESTVALUE : -1
VERTICES : 850
ARISTAS_REQ : 364
ARISTAS_NOREQ : 848
RACIMOS : 95
VEHICULOS : 19
CAPACIDAD : 9000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 169977
LISTA_ARISTAS_REQ :
( 1, 2) coste 663 demanda 663
( 7, 8) coste 133 demanda 133
( 8, 9) coste 195 demanda 195
( 13, 14) coste 1453 demanda 1453
( 16, 17) coste 174 demanda 174
( 19, 20) coste 580 demanda 580
( 20, 21) coste 2026 demanda 2026
( 22, 23) coste 294 demanda 294
( 23, 24) coste 904 demanda 904
( 25, 26) coste 528 demanda 528
( 28, 29) coste 193 demanda 193
( 33, 34) coste 293 demanda 293
( 40, 41) coste 504 demanda 504
( 54, 55) coste 299 demanda 299
( 57, 58) coste 251 demanda 251
( 62, 63) coste 466 demanda 466
( 65, 66) coste 232 demanda 232
( 67, 68) coste 166 demanda 166
( 71, 72) coste 359 demanda 359
( 72, 73) coste 636 demanda 636
( 74, 75) coste 378 demanda 378
( 81, 82) coste 507 demanda 507
( 82, 83) coste 215 demanda 215
( 88, 89) coste 285 demanda 285
( 89, 90) coste 495 demanda 495
( 91, 92) coste 347 demanda 347
( 96, 97) coste 469 demanda 469
( 106, 107) coste 358 demanda 358
( 124, 125) coste 412 demanda 412
( 125, 126) coste 513 demanda 513
( 127, 128) coste 216 demanda 216
( 129, 130) coste 247 demanda 247
( 137, 138) coste 1106 demanda 1106
( 143, 144) coste 1127 demanda 1127
( 148, 149) coste 699 demanda 699
( 159, 160) coste 583 demanda 583
( 129, 162) coste 728 demanda 728
( 162, 163) coste 346 demanda 346
( 169, 170) coste 345 demanda 345
( 171, 172) coste 145 demanda 145
( 176, 177) coste 1964 demanda 1964
( 178, 179) coste 113 demanda 113
( 180, 181) coste 188 demanda 188
( 76, 183) coste 367 demanda 367
( 184, 185) coste 355 demanda 355
( 187, 188) coste 384 demanda 384
( 188, 124) coste 347 demanda 347
( 13, 189) coste 862 demanda 862
( 189, 190) coste 297 demanda 297
( 195, 196) coste 397 demanda 397
( 196, 197) coste 1073 demanda 1073
( 199, 200) coste 309 demanda 309
( 202, 203) coste 277 demanda 277
( 209, 210) coste 399 demanda 399
( 213, 214) coste 279 demanda 279
( 219, 220) coste 250 demanda 250
( 221, 222) coste 445 demanda 445
( 230, 231) coste 543 demanda 543
( 233, 234) coste 1097 demanda 1097
( 234, 235) coste 261 demanda 261
( 133, 236) coste 676 demanda 676
