NOMBRE : Beijing-10
COMENTARIO :  
BESTVALUE : -1
VERTICES : 2820
ARISTAS_REQ : 3584
ARISTAS_NOREQ : 0
RACIMOS : 289
VEHICULOS : 58
CAPACIDAD : 25000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 1441338
LISTA_ARISTAS_REQ :
( 1, 2) coste 437 demanda 437
( 2, 3) coste 194 demanda 194
( 4, 5) coste 197 demanda 197
( 6, 7) coste 209 demanda 209
( 8, 9) coste 296 demanda 296
( 10, 11) coste 695 demanda 695
( 12, 13) coste 257 demanda 257
( 14, 15) coste 57 demanda 57
( 16, 17) coste 89 demanda 89
( 17, 18) coste 546 demanda 546
( 19, 20) coste 250 demanda 250
( 21, 22) coste 2140 demanda 2140
( 23, 24) coste 344 demanda 344
( 25, 26) coste 569 demanda 569
( 27, 28) coste 87 demanda 87
( 29, 30) coste 791 demanda 791
( 30, 31) coste 264 demanda 264
( 32, 33) coste 674 demanda 674
( 33, 34) coste 441 demanda 441
( 35, 1) coste 118 demanda 118
( 36, 37) coste 60 demanda 60
( 38, 39) coste 181 demanda 181
( 40, 41) coste 198 demanda 198
( 42, 43) coste 481 demanda 481
( 44, 45) coste 294 demanda 294
( 45, 46) coste 471 demanda 471
( 47, 30) coste 427 demanda 427
( 30, 48) coste 659 demanda 659
( 49, 50) coste 214 demanda 214
( 51, 52) coste 287 demanda 287
( 52, 53) coste 158 demanda 158
( 54, 55) coste 684 demanda 684
( 56, 54) coste 69 demanda 69
( 31, 30) coste 264 demanda 264
( 30, 29) coste 790 demanda 790
( 57, 58) coste 185 demanda 185
( 59, 60) coste 277 demanda 277
( 61, 62) coste 125 demanda 125
( 62, 63) coste 932 demanda 932
( 64, 65) coste 981 demanda 981
( 66, 67) coste 224 demanda 224
( 68, 69) coste 957 demanda 957
( 70, 71) coste 364 demanda 364
( 71, 52) coste 433 demanda 433
( 72, 73) coste 62 demanda 62
( 73, 74) coste 2006 demanda 2006
( 75, 76) coste 164 demanda 164
( 77, 78) coste 344 demanda 344
( 79, 80) coste 94 demanda 94
( 81, 82) coste 167 demanda 167
( 83, 84) coste 89 demanda 89
( 85, 86) coste 269 demanda 269
( 87, 85) coste 192 demanda 192
( 88, 89) coste 334 demanda 334
( 89, 87) coste 521 demanda 521
( 87, 90) coste 170 demanda 170
