NOMBRE : Beijing-6
COMENTARIO :  
BESTVALUE : -1
VERTICES : 2820
ARISTAS_REQ : 2151
ARISTAS_NOREQ : 1433
RACIMOS : 177
VEHICULOS : 36
CAPACIDAD : 25000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 883261
LISTA_ARISTAS_REQ :
( 4, 5) coste 197 demanda 197
( 6, 7) coste 209 demanda 209
( 8, 9) coste 296 demanda 296
( 10, 11) coste 695 demanda 695
( 16, 17) coste 89 demanda 89
( 17, 18) coste 546 demanda 546
( 19, 20) coste 250 demanda 250
( 21, 22) coste 2140 demanda 2140
( 25, 26) coste 569 demanda 569
( 30, 31) coste 264 demanda 264
( 36, 37) coste 60 demanda 60
( 40, 41) coste 198 demanda 198
( 42, 43) coste 481 demanda 481
( 45, 46) coste 471 demanda 471
( 47, 30) coste 427 demanda 427
( 30, 48) coste 659 demanda 659
( 49, 50) coste 214 demanda 214
( 52, 53) coste 158 demanda 158
( 54, 55) coste 684 demanda 684
( 56, 54) coste 69 demanda 69
( 31, 30) coste 264 demanda 264
( 30, 29) coste 790 demanda 790
( 59, 60) coste 277 demanda 277
( 70, 71) coste 364 demanda 364
( 79, 80) coste 94 demanda 94
( 81, 82) coste 167 demanda 167
( 83, 84) coste 89 demanda 89
( 85, 86) coste 269 demanda 269
( 87, 85) coste 192 demanda 192
( 88, 89) coste 334 demanda 334
( 92, 93) coste 202 demanda 202
( 94, 95) coste 62 demanda 62
( 99, 100) coste 302 demanda 302
( 101, 102) coste 84 demanda 84
( 103, 104) coste 213 demanda 213
( 107, 108) coste 388 demanda 388
( 108, 109) coste 4119 demanda 4119
( 113, 101) coste 94 demanda 94
( 115, 116) coste 224 demanda 224
( 116, 117) coste 257 demanda 257
( 117, 118) coste 130 demanda 130
( 118, 119) coste 269 demanda 269
( 121, 122) coste 266 demanda 266
( 123, 124) coste 954 demanda 954
( 126, 127) coste 236 demanda 236
( 128, 129) coste 134 demanda 134
( 132, 133) coste 212 demanda 212
( 134, 135) coste 1115 demanda 1115
( 140, 141) coste 58 demanda 58
( 133, 142) coste 593 demanda 593
( 144, 145) coste 167 demanda 167
