NOMBRE : Beijing-5
COMENTARIO :  
BESTVALUE : -1
VERTICES : 2820
ARISTAS_REQ : 1792
ARISTAS_NOREQ : 1792
RACIMOS : 146
VEHICULOS : 30
CAPACIDAD : 25000
TIPO_COSTES_ARISTAS : EXPLICITOS
TOTAL COST OF REQUIRED EDGES: 727122
LISTA_ARISTAS_REQ :
( 2, 3) coste 194 demanda 194
( 4, 5) coste 197 demanda 197
( 6, 7) coste 209 demanda 209
( 14, 15) coste 57 demanda 57
( 16, 17) coste 89 demanda 89
( 21, 22) coste 2140 demanda 2140
( 23, 24) coste 344 demanda 344
( 25, 26) coste 569 demanda 569
( 27, 28) coste 87 demanda 87
( 35, 1) coste 118 demanda 118
( 40, 41) coste 198 demanda 198
( 44, 45) coste 294 demanda 294
( 45, 46) coste 471 demanda 471
( 47, 30) coste 427 demanda 427
( 30, 48) coste 659 demanda 659
( 49, 50) coste 214 demanda 214
( 51, 52) coste 287 demanda 287
( 52, 53) coste 158 demanda 158
( 54, 55) coste 684 demanda 684
( 56, 54) coste 69 demanda 69
( 30, 29) coste 790 demanda 790
( 61, 62) coste 125 demanda 125
( 62, 63) coste 932 demanda 932
( 68, 69) coste 957 demanda 957
( 71, 52) coste 433 demanda 433
( 72, 73) coste 62 demanda 62
( 77, 78) coste 344 demanda 344
( 79, 80) coste 94 demanda 94
( 87, 85) coste 192 demanda 192
( 91, 92) coste 66 demanda 66
( 94, 95) coste 62 demanda 62
( 95, 96) coste 476 demanda 476
( 97, 98) coste 491 demanda 491
( 99, 100) coste 302 demanda 302
( 103, 104) coste 213 demanda 213
( 107, 108) coste 388 demanda 388
( 113, 101) coste 94 demanda 94
( 116, 117) coste 257 demanda 257
( 117, 118) coste 130 demanda 130
( 124, 125) coste 317 demanda 317
( 126, 127) coste 236 demanda 236
( 134, 135) coste 1115 demanda 1115
( 135, 136) coste 359 demanda 359
( 137, 138) coste 462 demanda 462
( 140, 141) coste 58 demanda 58
( 140, 143) coste 347 demanda 347
( 144, 145) coste 167 demanda 167
( 151, 152) coste 603 demanda 603
( 157, 158) coste 216 demanda 216
( 161, 162) coste 498 demanda 498
( 163, 164) coste 1112 demanda 1112
( 165, 166) coste 78 demanda 78
( 167, 168) coste 950 demanda 950
( 173, 139) coste 572 demanda 572
